,asia,tub,smoke,lung,bronc,either,xray,dysp
2748,no,no,no,no,no,no,no,no
2749,no,no,yes,no,yes,no,no,yes
2750,no,no,no,no,no,no,no,no
2751,no,no,no,no,no,no,no,no
2752,no,no,no,no,no,no,no,no
2753,no,no,no,no,yes,no,no,yes
2754,no,no,no,no,no,no,no,no
2755,no,no,yes,no,no,no,no,no
2756,no,no,yes,no,yes,no,no,yes
2757,no,no,yes,no,yes,no,no,yes
2758,no,no,no,no,no,no,no,no
2759,no,no,yes,no,yes,no,no,yes
2760,no,no,no,no,no,no,no,no
2761,no,no,no,no,no,no,no,no
2762,no,no,yes,yes,yes,yes,yes,yes
2763,no,no,yes,no,yes,no,no,yes
2764,yes,yes,yes,no,yes,yes,yes,yes
2765,no,no,yes,no,no,no,yes,no
2766,no,no,yes,no,yes,no,no,yes
2767,no,no,yes,no,no,no,yes,no
2768,no,no,no,no,yes,no,no,yes
2769,no,no,no,no,no,no,no,no
2770,no,no,yes,no,yes,no,no,no
2771,no,no,yes,yes,no,yes,yes,no
2772,no,no,no,no,no,no,no,no
2773,no,no,no,no,no,no,yes,no
2774,no,no,yes,no,no,no,no,no
2775,no,no,yes,no,no,no,no,no
2776,no,no,no,no,no,no,no,no
2777,no,no,yes,no,yes,no,no,yes
2778,no,no,yes,no,no,no,no,yes
2779,no,no,yes,no,yes,no,no,yes
2780,no,no,no,no,yes,no,no,yes
2781,no,no,yes,no,yes,no,no,no
2782,no,no,yes,no,yes,no,no,yes
2783,no,no,no,no,no,no,no,no
2784,no,no,no,no,no,no,no,no
2785,no,no,yes,no,yes,no,no,no
2786,no,no,no,no,no,no,no,no
2787,no,no,no,no,no,no,no,no
2788,no,no,yes,no,no,no,no,no
2789,no,no,yes,no,yes,no,no,yes
2790,no,no,no,no,no,no,no,no
2791,no,no,no,no,no,no,no,no
2792,no,no,no,no,yes,no,no,yes
2793,no,no,yes,no,yes,no,no,yes
2794,no,no,yes,no,yes,no,no,yes
2795,no,no,yes,no,yes,no,no,yes
2796,no,no,yes,no,yes,no,no,yes
2797,no,no,yes,no,yes,no,no,no
2798,no,no,yes,no,yes,no,no,yes
2799,no,no,yes,no,yes,no,no,no
2800,no,no,no,no,no,no,no,no
2801,no,no,yes,no,yes,no,no,no
2802,no,no,yes,no,yes,no,no,yes
2803,no,no,no,no,no,no,no,no
2804,no,no,yes,no,yes,no,no,no
2805,no,no,yes,no,yes,no,no,yes
2806,no,no,yes,no,no,no,no,no
2807,no,no,yes,no,no,no,no,no
2808,no,no,no,no,no,no,no,yes
2809,no,no,yes,no,yes,no,no,yes
2810,no,no,yes,no,no,no,no,no
2811,no,no,no,no,no,no,no,no
2812,no,no,no,no,no,no,no,no
2813,no,no,no,no,no,no,no,no
2814,no,no,no,no,no,no,no,no
2815,no,no,no,no,no,no,no,no
2816,no,no,yes,no,yes,no,no,yes
2817,no,no,yes,no,yes,no,no,yes
2818,no,no,no,no,no,no,yes,no
2819,no,no,no,no,no,no,no,no
2820,no,no,yes,no,no,no,no,no
2821,no,no,no,no,no,no,no,no
2822,no,no,yes,no,yes,no,no,no
2823,no,no,no,no,no,no,yes,no
2824,no,no,yes,no,no,no,no,no
2825,no,no,no,no,no,no,yes,no
2826,no,no,yes,no,yes,no,no,no
2827,no,no,yes,no,yes,no,no,yes
2828,no,no,no,no,yes,no,no,yes
2829,no,no,yes,no,no,no,no,yes
2830,no,no,no,no,no,no,no,no
2831,no,no,yes,no,yes,no,no,no
2832,no,no,yes,no,yes,no,no,yes
2833,no,no,no,no,no,no,no,no
2834,no,no,yes,no,yes,no,no,yes
2835,no,no,no,no,no,no,no,no
2836,no,no,no,no,no,no,no,no
2837,no,no,no,no,no,no,no,no
2838,no,no,yes,no,no,no,no,no
2839,no,no,no,no,no,no,no,yes
2840,no,no,no,no,no,no,no,no
2841,no,no,yes,no,no,no,yes,no
2842,no,no,yes,no,no,no,no,no
2843,no,no,yes,no,yes,no,no,yes
2844,no,no,yes,no,no,no,no,no
2845,no,no,yes,no,no,no,no,no
2846,no,no,no,no,no,no,no,no
2847,no,no,no,no,no,no,no,yes
2848,no,no,yes,no,yes,no,no,yes
2849,no,no,yes,no,no,no,no,no
2850,no,no,yes,yes,no,yes,yes,no
2851,no,no,yes,no,yes,no,no,yes
2852,no,no,no,no,no,no,no,no
2853,no,no,no,no,no,no,no,no
2854,no,no,yes,no,yes,no,no,yes
2855,no,no,no,no,no,no,no,no
2856,no,no,yes,no,no,no,no,no
2857,no,no,no,no,no,no,no,no
2858,no,no,no,no,no,no,no,no
2859,no,no,yes,no,no,no,no,no
2860,no,no,no,no,no,no,no,yes
2861,no,no,no,no,no,no,no,no
2862,no,no,yes,no,yes,no,no,yes
2863,no,no,no,no,yes,no,no,yes
2864,no,no,no,no,no,no,no,yes
2865,no,no,yes,no,yes,no,no,yes
2866,no,no,no,no,no,no,no,no
2867,no,no,no,no,no,no,no,no
2868,no,no,no,no,no,no,yes,no
2869,no,no,yes,no,yes,no,no,yes
2870,no,no,no,no,no,no,no,no
2871,no,no,no,no,yes,no,no,yes
2872,no,no,yes,no,yes,no,no,yes
2873,no,no,yes,no,no,no,no,no
2874,no,no,no,no,no,no,no,no
2875,no,no,yes,no,yes,no,no,no
2876,no,no,no,no,yes,no,no,yes
2877,no,no,yes,no,no,no,no,no
2878,no,no,no,no,no,no,no,no
2879,no,no,yes,yes,no,yes,yes,no
2880,no,no,no,no,yes,no,no,yes
2881,no,no,yes,no,no,no,no,no
2882,no,no,yes,yes,yes,yes,yes,yes
2883,no,no,yes,no,yes,no,no,yes
2884,no,no,no,no,no,no,no,no
2885,no,no,yes,no,no,no,no,no
2886,no,no,no,no,yes,no,no,yes
2887,no,no,yes,no,no,no,no,no
2888,no,no,no,no,no,no,no,no
2889,no,no,no,no,no,no,no,no
2890,no,no,yes,no,yes,no,no,no
2891,no,no,no,no,no,no,no,no
2892,no,no,no,no,yes,no,no,yes
2893,no,no,no,no,no,no,no,yes
2894,no,no,yes,no,yes,no,no,yes
2895,no,no,yes,no,yes,no,no,no
2896,no,no,yes,no,no,no,no,no
2897,no,no,yes,no,yes,no,no,yes
2898,no,no,no,no,no,no,no,no
2899,no,no,no,no,no,no,no,no
2900,no,no,no,no,yes,no,no,no
2901,no,no,no,no,yes,no,no,yes
2902,no,no,no,no,no,no,no,no
2903,no,no,no,no,no,no,no,no
2904,no,no,yes,no,no,no,no,no
2905,no,no,yes,no,no,no,no,no
2906,no,no,yes,no,yes,no,no,yes
2907,no,no,no,no,yes,no,no,yes
2908,no,no,yes,no,yes,no,no,no
2909,no,no,no,no,no,no,no,no
2910,no,no,no,no,no,no,no,no
2911,no,no,yes,no,no,no,no,no
2912,no,no,no,no,no,no,no,no
2913,no,no,no,no,no,no,no,no
2914,no,no,yes,no,yes,no,no,no
2915,no,no,yes,no,no,no,no,no
2916,no,no,no,no,yes,no,no,yes
2917,no,no,yes,no,no,no,no,no
2918,no,no,yes,no,no,no,no,no
2919,no,no,yes,no,no,no,no,no
2920,no,no,no,no,no,no,no,no
2921,no,no,yes,no,yes,no,no,yes
2922,no,no,no,no,yes,no,no,yes
2923,no,no,yes,no,no,no,yes,no
2924,no,no,no,no,no,no,no,no
2925,no,no,yes,no,no,no,no,no
2926,no,yes,no,no,no,yes,yes,yes
2927,no,no,yes,no,no,no,no,no
2928,no,no,no,no,no,no,no,no
2929,no,no,no,no,no,no,no,no
2930,no,no,yes,no,yes,no,no,no
2931,no,no,yes,no,no,no,no,no
2932,no,no,yes,no,yes,no,no,yes
2933,no,no,no,no,no,no,no,no
2934,no,no,yes,no,yes,no,no,yes
2935,no,no,no,no,no,no,no,no
2936,yes,no,yes,no,yes,no,no,yes
2937,no,no,no,no,no,no,no,no
2938,no,no,yes,no,yes,no,no,yes
2939,no,no,yes,no,yes,no,no,yes
2940,no,no,no,no,yes,no,no,yes
2941,no,no,yes,no,yes,no,no,no
2942,no,no,no,no,no,no,no,no
2943,no,no,no,no,no,no,no,no
2944,no,no,yes,no,no,no,no,no
2945,no,no,yes,no,no,no,no,no
2946,no,no,no,no,no,no,no,no
2947,no,no,no,no,no,no,no,no
2948,no,no,yes,no,no,no,no,yes
2949,no,no,no,no,no,no,no,no
2950,no,no,no,no,no,no,no,no
2951,no,no,no,no,yes,no,no,yes
2952,no,no,no,no,yes,no,no,yes
2953,no,no,no,no,no,no,no,no
2954,no,no,yes,no,yes,no,no,yes
2955,yes,no,no,no,no,no,no,yes
2956,no,no,no,no,no,no,no,no
2957,no,no,no,no,yes,no,no,yes
2958,no,no,yes,no,no,no,no,no
2959,no,no,no,no,no,no,no,no
2960,no,no,yes,no,yes,no,no,yes
2961,no,no,no,no,no,no,no,no
2962,no,no,yes,no,no,no,no,no
2963,no,no,no,no,no,no,no,no
2964,no,no,yes,no,no,no,no,no
2965,no,no,no,no,yes,no,no,yes
2966,no,no,yes,no,yes,no,no,no
2967,no,no,no,no,yes,no,no,yes
2968,no,no,yes,no,yes,no,no,no
2969,no,no,yes,no,yes,no,no,yes
2970,no,no,yes,no,yes,no,no,yes
2971,no,no,no,no,no,no,no,no
2972,no,no,no,no,no,no,no,no
2973,no,no,no,no,no,no,no,no
2974,no,no,yes,no,yes,no,no,no
2975,no,no,yes,no,yes,no,no,no
2976,no,no,no,no,no,no,no,no
2977,no,no,no,no,no,no,no,no
2978,no,no,no,no,no,no,no,no
2979,no,no,no,no,no,no,no,no
2980,no,no,no,no,no,no,yes,no
2981,no,no,no,no,yes,no,no,no
2982,no,no,yes,no,yes,no,no,yes
2983,no,no,yes,no,no,no,no,no
2984,no,no,no,no,no,no,no,no
2985,no,no,yes,no,yes,no,no,yes
2986,no,no,yes,yes,no,yes,yes,no
2987,no,no,no,no,no,no,no,no
2988,no,no,yes,no,yes,no,no,yes
2989,no,no,yes,yes,yes,yes,yes,yes
2990,no,no,no,no,yes,no,no,yes
2991,no,no,yes,no,yes,no,no,no
2992,no,no,no,no,no,no,no,no
2993,no,no,yes,no,yes,no,no,no
2994,no,no,yes,no,yes,no,yes,yes
2995,no,no,no,no,yes,no,no,no
2996,no,no,yes,no,yes,no,no,yes
2997,no,no,yes,no,no,no,no,no
2998,no,no,no,no,yes,no,no,no
2999,no,no,yes,no,no,no,no,no
3000,no,no,no,no,no,no,no,no
3001,no,no,no,no,no,no,no,no
3002,no,no,yes,no,yes,no,no,yes
3003,no,no,no,no,yes,no,no,no
3004,no,no,no,no,no,no,no,no
3005,no,no,yes,no,no,no,no,no
3006,no,yes,yes,no,yes,yes,yes,yes
3007,no,no,yes,no,yes,no,yes,yes
3008,no,no,yes,no,yes,no,no,no
3009,no,no,yes,no,no,no,no,no
3010,no,no,no,no,no,no,no,no
3011,no,no,yes,no,no,no,no,no
3012,no,no,yes,no,no,no,no,no
3013,no,yes,yes,no,no,yes,yes,yes
3014,no,no,yes,no,yes,no,no,yes
3015,no,no,yes,yes,no,yes,yes,no
3016,no,no,yes,yes,yes,yes,yes,yes
3017,no,no,yes,no,no,no,no,no
3018,no,no,yes,no,yes,no,no,yes
3019,no,no,no,no,no,no,no,no
3020,no,no,yes,no,no,no,no,no
3021,no,no,no,no,no,no,no,no
3022,no,no,no,no,no,no,no,no
3023,no,no,no,no,no,no,no,no
3024,yes,no,yes,no,no,no,no,no
3025,no,no,no,no,yes,no,no,no
3026,no,no,no,no,no,no,no,no
3027,no,no,yes,yes,yes,yes,yes,yes
3028,no,no,yes,no,yes,no,no,yes
3029,no,no,yes,no,yes,no,yes,yes
3030,no,no,yes,no,yes,no,no,yes
3031,no,no,no,no,no,no,no,no
3032,no,no,yes,no,yes,no,no,yes
3033,no,no,no,no,no,no,no,no
3034,no,no,yes,no,yes,no,yes,yes
3035,no,no,yes,no,yes,no,no,yes
3036,no,no,no,no,no,no,no,no
3037,no,no,yes,no,no,no,no,no
3038,no,no,no,no,no,no,no,no
3039,no,no,yes,no,yes,no,no,yes
3040,no,no,no,no,no,no,no,no
3041,no,no,yes,no,no,no,no,no
3042,no,no,no,yes,no,yes,yes,yes
3043,no,no,no,no,yes,no,no,yes
3044,no,no,no,no,no,no,no,no
3045,no,no,yes,no,no,no,no,no
3046,no,no,no,no,no,no,no,no
3047,no,no,yes,no,no,no,no,no
3048,no,no,no,no,no,no,no,no
3049,no,no,yes,yes,no,yes,yes,yes
3050,no,no,no,no,no,no,no,no
3051,no,no,no,no,yes,no,no,no
3052,no,no,yes,no,yes,no,no,yes
3053,no,no,yes,no,yes,no,no,yes
3054,no,no,yes,no,yes,no,no,yes
3055,no,no,yes,no,no,no,no,no
3056,no,no,yes,no,yes,no,no,yes
3057,no,no,yes,no,yes,no,no,yes
3058,no,no,no,no,no,no,no,no
3059,no,no,yes,no,no,no,no,no
3060,no,no,no,no,yes,no,no,yes
3061,no,no,yes,no,no,no,no,no
3062,no,no,yes,no,yes,no,no,yes
3063,no,no,yes,no,yes,no,no,yes
3064,no,no,no,no,no,no,no,yes
3065,no,no,yes,no,no,no,no,no
3066,no,no,no,no,yes,no,no,yes
3067,no,no,yes,no,yes,no,no,yes
3068,no,yes,no,no,no,yes,yes,no
3069,no,no,no,no,no,no,no,no
3070,no,no,no,no,no,no,no,no
3071,no,no,no,no,yes,no,no,yes
3072,no,no,no,no,no,no,no,no
3073,no,no,no,no,no,no,no,yes
3074,no,no,no,no,yes,no,no,yes
3075,no,no,yes,no,no,no,no,no
3076,no,no,no,no,no,no,no,no
3077,no,no,yes,no,no,no,no,no
3078,no,no,no,no,no,no,no,no
3079,no,no,yes,no,no,no,no,no
3080,no,no,no,no,no,no,no,no
3081,no,no,no,no,no,no,no,no
3082,no,no,yes,no,no,no,no,no
3083,no,no,yes,no,no,no,no,no
3084,no,no,yes,no,yes,no,no,yes
3085,no,no,no,no,yes,no,no,yes
3086,no,no,yes,no,no,no,no,no
3087,no,no,no,no,no,no,no,no
3088,no,no,no,no,no,no,no,yes
3089,no,no,no,no,no,no,no,no
3090,no,no,no,no,no,no,no,no
3091,no,no,no,no,no,no,no,no
3092,no,no,yes,no,yes,no,no,yes
3093,no,no,yes,no,no,no,no,no
3094,no,no,yes,no,yes,no,no,yes
3095,no,no,yes,no,no,no,no,no
3096,no,no,yes,yes,yes,yes,yes,yes
3097,no,no,yes,no,yes,no,no,yes
3098,no,no,yes,yes,yes,yes,yes,yes
3099,no,no,yes,no,yes,no,no,yes
3100,no,no,no,no,no,no,no,no
3101,no,no,no,no,yes,no,no,yes
3102,no,no,no,no,no,no,no,no
3103,no,no,no,no,no,no,no,no
3104,no,no,yes,no,no,no,no,no
3105,no,no,yes,no,yes,no,no,no
3106,no,no,yes,no,yes,no,no,yes
3107,no,no,yes,no,no,no,no,no
3108,no,no,yes,no,yes,no,no,yes
3109,no,no,no,no,yes,no,no,yes
3110,no,no,no,no,no,no,no,no
3111,no,no,yes,no,yes,no,no,yes
3112,no,no,yes,no,yes,no,no,yes
3113,no,no,no,no,no,no,no,no
3114,no,no,yes,no,yes,no,no,yes
3115,no,no,yes,no,yes,no,no,yes
3116,no,no,yes,no,no,no,no,no
3117,no,no,no,no,yes,no,no,yes
3118,no,no,yes,no,yes,no,no,yes
3119,no,no,no,no,no,no,no,no
3120,no,no,no,no,yes,no,no,no
3121,no,no,yes,no,no,no,no,no
3122,no,no,yes,no,yes,no,no,yes
3123,no,no,yes,no,no,no,no,no
3124,no,no,no,no,no,no,no,no
3125,no,no,no,no,yes,no,no,no
3126,no,no,yes,no,no,no,no,no
3127,no,no,no,no,no,no,no,no
3128,no,no,yes,yes,yes,yes,no,no
3129,no,no,yes,no,yes,no,no,yes
3130,no,no,no,no,yes,no,no,yes
3131,no,no,yes,no,no,no,no,no
3132,no,no,yes,yes,yes,yes,yes,no
3133,no,no,yes,no,yes,no,yes,yes
3134,no,no,no,no,no,no,no,no
3135,no,no,yes,no,no,no,no,no
3136,no,no,yes,no,yes,no,no,no
3137,no,no,yes,no,yes,no,no,yes
3138,no,no,no,no,yes,no,no,yes
3139,no,no,no,no,yes,no,no,yes
3140,no,no,yes,no,no,no,no,no
3141,no,no,no,no,no,no,no,no
3142,no,no,no,no,no,no,no,no
3143,no,no,no,no,no,no,no,no
3144,no,no,yes,no,yes,no,yes,yes
3145,no,no,no,no,no,no,no,no
3146,no,no,no,no,no,no,no,no
3147,no,no,no,no,no,no,no,no
3148,no,no,yes,no,no,no,yes,no
3149,no,no,yes,no,no,no,yes,no
3150,no,no,no,no,no,no,no,no
3151,no,no,no,no,no,no,no,no
3152,no,no,no,no,no,no,no,no
3153,no,no,yes,no,no,no,no,no
3154,no,no,yes,no,yes,no,yes,yes
3155,no,no,yes,no,yes,no,no,yes
3156,no,no,no,no,no,no,no,no
3157,no,no,yes,no,no,no,no,no
3158,no,no,no,no,no,no,no,no
3159,no,no,no,no,no,no,no,no
3160,no,no,yes,no,no,no,no,no
3161,no,no,no,no,yes,no,no,yes
3162,no,no,no,no,no,no,no,yes
3163,no,no,no,no,yes,no,yes,yes
3164,no,no,yes,no,no,no,no,no
3165,no,no,no,no,yes,no,no,yes
3166,no,no,yes,yes,yes,yes,yes,yes
3167,no,no,no,no,yes,no,no,no
3168,no,no,no,yes,no,yes,yes,yes
3169,no,yes,no,no,yes,yes,yes,yes
3170,no,no,no,no,no,no,no,yes
3171,no,no,no,no,yes,no,no,yes
3172,no,no,yes,no,yes,no,no,yes
3173,no,no,yes,no,yes,no,no,no
3174,no,no,yes,no,yes,no,no,yes
3175,no,no,no,no,no,no,no,no
3176,no,no,no,no,yes,no,no,yes
3177,no,no,yes,no,yes,no,no,yes
3178,no,no,yes,no,yes,no,no,yes
3179,no,no,no,no,yes,no,yes,yes
3180,no,no,yes,no,no,no,no,yes
3181,no,no,no,no,no,no,no,no
3182,no,no,no,no,no,no,no,no
3183,no,no,yes,no,no,no,no,no
3184,no,no,yes,no,no,no,yes,yes
3185,no,no,no,no,yes,no,yes,yes
3186,no,no,no,no,no,no,no,no
3187,no,no,yes,no,yes,no,no,no
3188,no,no,yes,no,yes,no,no,yes
3189,no,no,no,no,no,no,no,no
3190,no,no,yes,no,no,no,no,no
3191,no,no,yes,no,no,no,no,no
3192,no,no,yes,yes,yes,yes,yes,yes
3193,no,no,no,no,no,no,no,no
3194,no,no,yes,no,yes,no,no,yes
3195,no,no,yes,no,yes,no,no,no
3196,no,no,no,no,yes,no,no,yes
3197,no,no,no,no,no,no,no,no
3198,no,no,no,no,yes,no,no,yes
3199,no,no,yes,no,yes,no,no,yes
3200,no,no,no,no,yes,no,no,yes
3201,no,no,no,no,yes,no,no,no
3202,no,no,yes,no,no,no,no,no
3203,no,no,yes,no,yes,no,no,yes
3204,no,no,no,no,no,no,no,no
3205,no,no,yes,no,no,no,no,no
3206,no,no,no,no,no,no,no,no
3207,no,no,no,no,no,no,no,no
3208,no,no,no,no,no,no,no,no
3209,no,no,yes,no,yes,no,no,yes
3210,no,no,no,no,no,no,no,no
3211,no,no,no,no,no,no,no,no
3212,no,no,yes,no,yes,no,no,yes
3213,no,no,no,no,no,no,no,yes
3214,no,no,no,no,yes,no,no,yes
3215,no,no,yes,no,no,no,no,no
3216,no,no,no,no,no,no,no,no
3217,no,no,no,no,no,no,no,no
3218,no,no,no,no,no,no,no,no
3219,no,no,no,no,no,no,no,yes
3220,no,no,no,no,no,no,no,no
3221,no,no,no,no,yes,no,no,no
3222,no,no,no,no,yes,no,no,no
3223,no,no,yes,no,yes,no,no,yes
3224,no,no,no,no,no,no,no,no
3225,no,no,no,no,yes,no,yes,yes
3226,no,no,no,no,no,no,no,no
3227,no,no,yes,yes,no,yes,yes,yes
3228,no,no,yes,no,yes,no,no,no
3229,no,no,no,no,no,no,no,no
3230,no,no,yes,no,no,no,no,no
3231,no,no,yes,no,yes,no,no,yes
3232,no,no,yes,no,yes,no,no,yes
3233,no,no,no,no,yes,no,no,yes
3234,no,no,yes,no,yes,no,no,yes
3235,no,no,no,no,yes,no,no,yes
3236,no,no,yes,no,no,no,no,no
3237,no,no,yes,no,yes,no,no,no
3238,no,no,no,no,no,no,no,no
3239,no,no,yes,no,yes,no,no,yes
3240,no,no,yes,no,no,no,no,no
3241,no,no,yes,no,yes,no,no,yes
3242,no,no,no,no,yes,no,no,yes
3243,no,no,no,no,no,no,no,no
3244,no,no,yes,no,yes,no,no,no
3245,no,no,yes,no,no,no,no,yes
3246,no,no,no,no,no,no,no,no
3247,no,no,no,no,no,no,no,no
3248,no,no,yes,no,no,no,no,no
3249,no,no,yes,no,no,no,no,yes
3250,no,no,yes,no,yes,no,no,no
3251,no,no,no,no,no,no,no,no
3252,no,no,yes,no,no,no,no,no
3253,no,no,no,no,no,no,no,yes
3254,no,no,yes,no,no,no,no,no
3255,no,no,no,no,no,no,no,no
3256,no,no,yes,no,yes,no,no,yes
3257,no,no,no,no,yes,no,no,yes
3258,no,no,no,no,no,no,no,no
3259,no,no,no,no,yes,no,no,yes
3260,no,no,no,no,yes,no,no,yes
3261,no,no,yes,no,no,no,no,no
3262,no,no,yes,no,no,no,no,no
3263,no,no,no,no,no,no,no,no
3264,no,no,yes,no,yes,no,no,yes
3265,no,no,yes,no,no,no,yes,no
3266,no,no,yes,no,no,no,no,no
3267,no,no,no,no,yes,no,no,yes
3268,no,no,no,no,no,no,no,yes
3269,no,no,no,no,no,no,no,no
3270,no,no,yes,no,yes,no,no,yes
3271,no,no,no,no,no,no,no,no
3272,no,no,no,no,no,no,no,no
3273,no,no,yes,no,yes,no,no,yes
3274,no,no,no,no,no,no,no,no
3275,no,no,no,no,no,no,no,no
3276,no,no,yes,no,yes,no,no,yes
3277,no,no,no,no,no,no,no,no
3278,no,no,yes,no,no,no,no,no
3279,no,no,no,no,no,no,no,no
3280,no,no,yes,yes,no,yes,yes,yes
3281,no,no,yes,no,no,no,no,no
3282,no,no,no,no,no,no,no,no
3283,no,no,no,no,no,no,no,yes
3284,no,no,yes,no,yes,no,no,yes
3285,yes,no,yes,no,yes,no,no,yes
3286,no,no,no,no,no,no,no,no
3287,no,no,yes,no,yes,no,no,no
3288,no,no,yes,no,yes,no,no,yes
3289,no,no,no,no,no,no,no,no
3290,no,no,yes,no,no,no,no,no
3291,no,no,yes,no,no,no,no,no
3292,no,no,yes,no,no,no,no,no
3293,no,no,yes,no,no,no,no,yes
3294,no,no,no,no,no,no,no,no
3295,no,no,no,no,no,no,no,no
3296,no,no,no,no,yes,no,no,yes
3297,no,no,yes,no,no,no,no,no
3298,no,no,yes,no,yes,no,no,yes
3299,no,no,no,no,no,no,no,no
3300,no,no,no,no,no,no,no,no
3301,no,no,no,no,no,no,no,no
3302,no,no,no,no,no,no,no,no
3303,no,no,no,no,yes,no,no,no
3304,no,no,no,no,no,no,no,no
3305,no,no,yes,no,yes,no,yes,yes
3306,no,no,yes,no,no,no,no,no
3307,no,no,no,no,no,no,no,no
3308,no,no,yes,no,yes,no,no,yes
3309,no,no,no,no,yes,no,no,yes
3310,no,no,no,no,yes,no,no,yes
3311,no,no,no,no,yes,no,no,yes
3312,no,no,yes,no,no,no,no,no
3313,no,no,no,no,no,no,no,no
3314,yes,no,yes,no,no,no,no,no
3315,no,no,no,no,no,no,no,no
3316,no,no,yes,no,no,no,no,no
3317,no,no,yes,no,yes,no,no,no
3318,no,no,yes,no,no,no,no,yes
3319,no,no,yes,no,no,no,no,no
3320,no,no,no,no,no,no,no,no
3321,no,no,no,no,no,no,no,no
3322,yes,no,no,no,yes,no,no,yes
3323,no,no,no,no,no,no,no,no
3324,no,no,no,no,no,no,no,no
3325,no,no,yes,no,yes,no,no,no
3326,no,no,no,no,no,no,no,yes
3327,no,no,yes,no,yes,no,no,yes
3328,no,no,yes,no,yes,no,no,yes
3329,no,no,yes,no,no,no,no,no
3330,no,no,yes,no,yes,no,no,yes
3331,no,no,no,no,no,no,no,no
3332,no,no,yes,no,yes,no,no,yes
3333,no,no,no,no,no,no,no,no
3334,no,no,yes,no,no,no,no,no
3335,no,no,yes,no,yes,no,no,yes
3336,no,no,no,no,yes,no,no,no
3337,no,no,no,no,no,no,no,no
3338,no,no,yes,no,yes,no,no,yes
3339,no,no,yes,no,no,no,no,no
3340,no,no,no,no,no,no,no,no
3341,no,no,no,no,yes,no,no,yes
3342,no,no,yes,no,yes,no,no,yes
3343,no,no,no,no,no,no,no,no
3344,no,no,yes,no,no,no,no,no
3345,no,no,yes,no,yes,no,no,yes
3346,no,no,no,no,yes,no,no,yes
3347,no,no,no,no,yes,no,no,no
3348,no,no,yes,no,no,no,no,no
3349,no,no,no,no,yes,no,no,yes
3350,no,no,yes,yes,yes,yes,yes,yes
3351,no,no,yes,no,yes,no,no,no
3352,no,no,no,no,no,no,yes,no
3353,no,no,no,no,yes,no,no,yes
3354,no,no,no,no,yes,no,no,yes
3355,no,no,no,no,yes,no,no,no
3356,no,no,no,no,yes,no,no,yes
3357,no,no,no,no,no,no,no,no
3358,no,no,yes,no,yes,no,no,yes
3359,no,no,yes,no,no,no,no,no
3360,no,no,yes,no,yes,no,no,yes
3361,no,no,yes,no,yes,no,no,yes
3362,no,no,yes,no,no,no,no,yes
3363,no,no,yes,yes,yes,yes,yes,yes
3364,no,no,no,no,yes,no,no,no
3365,no,no,no,no,no,no,yes,no
3366,no,no,yes,no,no,no,no,no
3367,no,no,no,no,no,no,no,no
3368,no,no,no,no,yes,no,no,yes
3369,no,no,no,no,no,no,no,no
3370,no,no,no,no,no,no,no,no
3371,no,yes,no,no,yes,yes,yes,yes
3372,no,no,yes,no,yes,no,no,no
3373,no,no,yes,no,yes,no,no,yes
3374,no,no,no,no,no,no,no,no
3375,no,no,yes,no,yes,no,no,yes
3376,no,no,no,no,no,no,no,no
3377,no,no,no,no,yes,no,no,yes
3378,no,no,yes,no,no,no,no,no
3379,no,no,yes,no,yes,no,no,no
3380,no,no,no,no,yes,no,no,no
3381,no,no,no,no,no,no,no,no
3382,no,no,no,no,no,no,no,no
3383,no,no,yes,yes,no,yes,yes,no
3384,no,no,yes,no,yes,no,no,yes
3385,no,no,yes,no,yes,no,no,yes
3386,no,no,yes,no,no,no,no,no
3387,no,no,no,no,no,no,no,no
3388,no,no,no,no,no,no,no,no
3389,no,no,no,no,yes,no,no,yes
3390,no,no,yes,no,no,no,no,no
3391,no,no,yes,no,yes,no,no,yes
3392,no,no,yes,no,yes,no,no,no
3393,yes,no,yes,no,yes,no,no,yes
3394,no,no,no,no,yes,no,no,yes
3395,no,no,no,no,no,no,no,yes
3396,no,no,no,no,no,no,no,yes
3397,no,no,no,no,yes,no,no,yes
3398,no,no,no,no,no,no,no,no
3399,no,no,yes,no,no,no,no,no
3400,no,no,no,no,yes,no,no,yes
3401,no,no,yes,no,yes,no,yes,yes
3402,no,no,yes,no,yes,no,no,yes
3403,no,no,yes,no,yes,no,no,yes
3404,no,no,yes,no,yes,no,no,no
3405,no,no,no,no,yes,no,no,yes
3406,no,no,no,no,no,no,no,no
3407,no,no,no,no,no,no,no,no
3408,no,no,yes,yes,yes,yes,yes,yes
3409,no,no,yes,yes,no,yes,yes,yes
3410,no,no,yes,no,no,no,no,no
3411,no,no,no,no,no,no,no,no
3412,yes,no,yes,yes,no,yes,yes,yes
3413,no,no,no,no,no,no,no,no
3414,no,no,yes,no,yes,no,no,yes
3415,no,no,no,no,no,no,yes,no
3416,no,no,no,no,no,no,no,no
3417,no,no,yes,no,no,no,no,no
3418,no,no,yes,no,no,no,no,no
3419,no,no,no,no,yes,no,yes,yes
3420,no,no,no,no,no,no,no,no
3421,no,no,no,no,no,no,no,no
3422,no,no,no,no,yes,no,no,no
3423,no,no,no,no,no,no,no,yes
3424,no,no,no,no,no,no,no,yes
3425,no,no,yes,no,yes,no,no,yes
3426,no,no,no,no,yes,no,no,yes
3427,no,no,no,no,no,no,no,no
