,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
46,Neutral,Neutral,WeakUp,Neutral,Neutral,Wet,Wet,Neutral,Dry,Clear,PC,Clear,Clear,Strong,Strong,Other,Strong,None,Strong,None,IncCapDecIns,Increasing,Neutral,Decreasing,SIG,Jul16_Aug10,F,CThruK,PartInhibit,Average,MoreThanAve,F,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,None,Weak,Slight,F,XNIL,XNIL,SIG,HighEvrywher,Steep,VeryMoist,ModerateOrLe,NoMajor,Other,None,PosToNeg,None,LV,LVorOther,LV
47,Neutral,Neutral,Down,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,Clear,PC,Clear,Clear,Weak,Strong,Other,None,None,None,None,LittleChange,LittleChange,WeakPos,Increasing,SVR,Jun15_Jul1,F,CThruK,None,LessThanAve,LessThanAve,F,N1GtLIGt_4,Neutral,LessUnstable,Average,ACEFK,PartInhibit,Unfavorable,None,F,XNIL,XNIL,SVR,HighEvrywher,Stable,VeryMoist,ModerateOrLe,NoMajor,Other,None,LittleChange,None,AllElse,LVorOther,LV
48,Down,Neutral,Down,Neutral,Neutral,VeryWet,Wet,VeryWet,Wet,PC,PC,PC,Clear,Strong,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jul2_Jul15,K,CThruK,PartInhibit,Average,MoreThanAve,K,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,ACEFK,Stifling,Moderate,Slight,K,XNIL,XNIL,XNIL,LowSHighN,Stable,Dry,ModerateOrLe,StrongFront,MoistMDryL,Other,SigPositive,QStationary,SWQuad,Westerly,WidespdDnsl
49,StrongUp,StronUp,WeakUp,StrongUp,StrongUp,Dry,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,Weak,Strong,StrongWest,Strong,None,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jul2_Jul15,I,CThruK,Stifling,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,HI,Stifling,Unfavorable,None,I,XNIL,XNIL,XNIL,HighEvrywher,Steep,Dry,ModerateOrLe,NoMajor,DryMMoistL,E_W_S,SigNegative,Moving,NWQuad,Westerly,E_NE
50,Neutral,Down,Neutral,Neutral,Neutral,Wet,Neutral,Wet,Wet,PC,Cloudy,Cloudy,Cloudy,Strong,Strong,StrongWest,Strong,None,Weak,Marked,LittleChange,LittleChange,Neutral,LittleChange,SIG,May15_Jun14,D,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Stability,Average,Average,D,None,Weak,Moderate,D,XNIL,XNIL,SIG,LowMtsHighPl,Stable,Average,Steep,OtherRapid,DryMMoistL,MovingFtorOt,SigNegative,Other,SWQuad,Westerly,LongAnticyc
51,Neutral,Neutral,Down,Down,Down,Neutral,Wet,Wet,Neutral,PC,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,None,Weak,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SIG,May15_Jun14,A,AB,PartInhibit,LessThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,Average,MoreUnstable,ACEFK,PartInhibit,Weak,Moderate,A,SVR,SVR,SVR,Other,Steep,Average,CloseToDryAd,MarkedUpper,DryMMoistL,None,NegToPos,Other,SWQuad,Westerly,DenvCyclone
52,WeakUp,Down,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,Clear,PC,PC,Weak,Weak,StrongWest,Weak,None,Weak,None,DecCapIncIns,Decreasing,Neutral,Increasing,SIG,May15_Jun14,E,CThruK,Stifling,Average,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,MoreUnstable,ACEFK,None,Moderate,Strong,E,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Average,ModerateOrLe,StrongFront,MoistMDryL,None,PosToNeg,None,SWQuad,Westerly,LV
53,StrongUp,StronUp,Neutral,StrongUp,StrongUp,Neutral,Neutral,Neutral,Wet,Clear,PC,Clear,PC,Weak,Weak,Other,Weak,Weak,None,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Aug11_Aug20,D,CThruK,PartInhibit,Average,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,Stifling,Strong,Moderate,D,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,VeryMoist,ModerateOrLe,MarkedUpper,Other,None,PosToNeg,None,SWQuad,Westerly,SEQuad
54,StrongUp,StronUp,StrongUp,StrongUp,StrongUp,Neutral,VeryWet,VeryWet,VeryWet,Cloudy,PC,Cloudy,Cloudy,Strong,Strong,Other,None,Strong,Weak,Some,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,May15_Jun14,C,CThruK,Stifling,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Neutral,Average,Average,ACEFK,None,Unfavorable,None,C,XNIL,XNIL,XNIL,Other,CloseToDryAd,Average,CloseToDryAd,MarkedUpper,MoistMDryL,E_W_N,NegToPos,Other,AllElse,Westerly,LV
55,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Dry,Neutral,Clear,Cloudy,Clear,Clear,None,Weak,StrongWest,Strong,None,Strong,None,DecCapIncIns,Decreasing,Negative,LittleChange,SIG,May15_Jun14,K,CThruK,PartInhibit,MoreThanAve,LessThanAve,K,LILt_8,Instability,Average,Average,ACEFK,None,Moderate,Strong,K,XNIL,XNIL,SIG,Other,ModerateOrLe,VeryMoist,Steep,StrongFront,DryMMoistL,None,NegToPos,Other,AllElse,Westerly,LongAnticyc
56,Down,Neutral,Neutral,Neutral,Neutral,VeryWet,Dry,Dry,Dry,PC,Clear,Clear,Clear,None,Weak,StrongWest,Strong,None,Weak,Some,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul2_Jul15,C,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Strong,Slight,C,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,E_W_N,NegToPos,Other,NWQuad,LVorOther,LongAnticyc
57,StrongUp,Down,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,PC,PC,PC,PC,Weak,Strong,DCVZFavor,Weak,None,Weak,Some,LittleChange,LittleChange,WeakPos,LittleChange,SVR,May15_Jun14,A,AB,None,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,Average,Average,ACEFK,Stifling,Weak,Slight,A,SVR,SVR,SVR,LowAtStation,ModerateOrLe,Dry,Steep,MarkedUpper,Other,Other,SigNegative,Other,SWQuad,LVorOther,SEQuad
58,StrongUp,StronUp,StrongUp,StrongUp,StrongUp,Neutral,VeryWet,Neutral,Wet,PC,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,None,Weak,Some,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,B,AB,None,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,PartInhibit,Weak,None,B,SVR,SVR,SVR,HighEvrywher,Steep,VeryMoist,Steep,NoMajor,Other,MovingFtorOt,LittleChange,Moving,AllElse,Westerly,DenvCyclone
59,WeakUp,Down,Neutral,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,Clear,PC,Clear,PC,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Some,DecCapIncIns,Decreasing,WeakPos,Decreasing,SIG,Jul16_Aug10,C,CThruK,None,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Unfavorable,None,C,SIG,XNIL,SIG,LowMtsHighPl,Steep,Average,Steep,OtherRapid,MoistMDryL,E_W_N,NegToPos,None,AllElse,Westerly,LV
60,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Dry,PC,PC,PC,PC,Strong,Strong,DCVZFavor,Strong,Strong,Weak,Marked,LittleChange,LittleChange,Neutral,LittleChange,SVR,Aug20_Sep15,I,CThruK,None,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,Average,Average,HI,PartInhibit,Strong,Strong,I,SIG,SIG,SVR,Other,ModerateOrLe,Dry,CloseToDryAd,StrongFront,DryMMoistL,E_W_S,NegToPos,Moving,AllElse,LVorOther,DenvCyclone
61,Neutral,Neutral,WeakUp,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,None,Weak,DCVZFavor,None,Weak,None,None,DecCapIncIns,Decreasing,Negative,LittleChange,SIG,May15_Jun14,I,CThruK,Stifling,MoreThanAve,Average,ABI,LILt_8,Stability,MoreUnstable,Average,HI,PartInhibit,Strong,Strong,I,XNIL,XNIL,SIG,LowAtStation,Steep,VeryMoist,Steep,NoMajor,Other,MovingFtorOt,PosToNeg,QStationary,SWQuad,Westerly,LongAnticyc
62,Down,Neutral,Neutral,Down,Down,Dry,Neutral,VeryWet,Wet,Clear,PC,PC,Clear,Strong,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,May15_Jun14,K,CThruK,PartInhibit,MoreThanAve,MoreThanAve,K,N5GtLIGt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,Stifling,Moderate,Slight,K,SVR,SVR,SVR,Other,Stable,VeryMoist,ModerateOrLe,StrongFront,Other,E_W_S,SigNegative,Other,SWQuad,LVorOther,WidespdDnsl
63,WeakUp,WeakUp,StrongUp,StrongUp,StrongUp,Neutral,Wet,Neutral,Wet,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,Other,None,None,None,Some,LittleChange,LittleChange,StrongPos,Increasing,SVR,Jul16_Aug10,B,AB,PartInhibit,Average,Average,ABI,N5GtLIGt_8,Instability,Average,MoreUnstable,B,PartInhibit,Moderate,Slight,B,XNIL,XNIL,SVR,LowEvrywhere,Stable,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,None,PosToNeg,QStationary,AllElse,Westerly,SEQuad
64,Down,StronUp,WeakUp,Neutral,Neutral,Dry,Neutral,Wet,VeryWet,PC,Clear,Clear,PC,None,None,DCVZFavor,None,None,None,None,LittleChange,LittleChange,StrongPos,Increasing,XNIL,May15_Jun14,A,AB,PartInhibit,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,ACEFK,None,Weak,Strong,A,XNIL,XNIL,XNIL,HighEvrywher,ModerateOrLe,Average,CloseToDryAd,MarkedUpper,DryMMoistL,MovingFtorOt,SigNegative,Other,SWQuad,Westerly,SEQuad
65,StrongUp,Neutral,WeakUp,WeakUp,WeakUp,Dry,Neutral,Wet,Wet,PC,Clear,Cloudy,Cloudy,Weak,Strong,StrongWest,Strong,None,Strong,Marked,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Jul16_Aug10,J,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,LIGt0,Stability,MoreUnstable,MoreUnstable,GJ,None,Unfavorable,Slight,J,SVR,SVR,SVR,LowMtsHighPl,Steep,Dry,Steep,NoMajor,Other,E_W_S,LittleChange,None,LV,LVorOther,LV
66,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,PC,PC,PC,None,None,Westerly,None,None,Weak,None,LittleChange,LittleChange,WeakPos,Decreasing,XNIL,Jul16_Aug10,H,CThruK,Stifling,MoreThanAve,MoreThanAve,H,N1GtLIGt_4,Neutral,Average,LessUnstable,HI,None,Moderate,Moderate,H,SIG,SIG,SIG,LowSHighN,Steep,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,MovingFtorOt,SigPositive,None,NWQuad,Westerly,E_NE
67,StrongUp,WeakUp,Neutral,StrongUp,StrongUp,Wet,Dry,Neutral,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,None,Weak,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SVR,May15_Jun14,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,K,SVR,SVR,SVR,LowSHighN,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,DryMMoistL,None,SigNegative,Other,AllElse,Westerly,WidespdDnsl
68,WeakUp,Down,Neutral,Neutral,Neutral,VeryWet,Wet,VeryWet,VeryWet,Cloudy,PC,Cloudy,Cloudy,Weak,Strong,Westerly,Strong,None,Weak,Marked,LittleChange,LittleChange,Neutral,LittleChange,SVR,Jul16_Aug10,J,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,Average,Average,GJ,None,Unfavorable,None,J,XNIL,XNIL,SVR,LowNHighS,Steep,Dry,ModerateOrLe,NoMajor,DryMMoistL,None,PosToNeg,QStationary,LV,LVorOther,SEQuad
69,WeakUp,Down,StrongUp,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,Clear,Clear,PC,Strong,Strong,StrongWest,Strong,Strong,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,XNIL,Jul16_Aug10,K,CThruK,Stifling,Average,Average,K,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Moderate,K,XNIL,XNIL,XNIL,LowAtStation,Steep,Average,Steep,StrongFront,DryMMoistL,None,LittleChange,None,LV,Westerly,DenvCyclone
70,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,Clear,Clear,Clear,Strong,Strong,DCVZFavor,Weak,None,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jun15_Jul1,K,CThruK,None,Average,Average,K,N1GtLIGt_4,Stability,MoreUnstable,LessUnstable,ACEFK,None,Weak,Moderate,K,XNIL,XNIL,SIG,Other,CloseToDryAd,VeryMoist,ModerateOrLe,StrongFront,DryMMoistL,MovingFtorOt,SigNegative,Other,NWQuad,LVorOther,WidespdDnsl
71,WeakUp,Neutral,Down,Down,Down,Dry,Neutral,Wet,Wet,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,None,Weak,Some,IncCapDecIns,Increasing,WeakPos,Increasing,SVR,Aug20_Sep15,B,AB,None,LessThanAve,LessThanAve,ABI,LIGt0,Neutral,LessUnstable,LessUnstable,B,None,Weak,Strong,B,XNIL,XNIL,SVR,LowNHighS,Stable,Average,Steep,OtherRapid,MoistMDryL,DenvCyclone,LittleChange,Moving,NWQuad,Westerly,DenvCyclone
72,StrongUp,Down,WeakUp,WeakUp,WeakUp,Dry,Neutral,Neutral,Wet,PC,PC,PC,Cloudy,Weak,Strong,Westerly,Strong,Weak,Strong,Marked,IncCapDecIns,Increasing,Neutral,Decreasing,SIG,Aug20_Sep15,C,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,C,XNIL,XNIL,SIG,LowAtStation,ModerateOrLe,Dry,CloseToDryAd,OtherRapid,Other,E_W_N,NegToPos,Other,AllElse,LVorOther,WidespdDnsl
73,StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Dry,Neutral,Dry,Neutral,Clear,PC,PC,PC,Weak,Strong,Westerly,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,Decreasing,SIG,Jun15_Jul1,H,CThruK,Stifling,MoreThanAve,MoreThanAve,H,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,HI,Stifling,Weak,None,H,XNIL,XNIL,SIG,LowSHighN,Stable,VeryMoist,Steep,NoMajor,DryMMoistL,E_W_S,LittleChange,None,LV,LVorOther,DenvCyclone
74,StrongUp,Down,WeakUp,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,PC,Cloudy,PC,PC,None,None,Other,None,Weak,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,Average,LessThanAve,CDEJ,LILt_8,Stability,Average,LessUnstable,ACEFK,PartInhibit,Moderate,Moderate,E,SIG,SIG,SIG,HighEvrywher,CloseToDryAd,Average,Steep,OtherRapid,MoistMDryL,DryLine,LittleChange,None,SWQuad,Westerly,LV
75,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,None,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SVR,Aug20_Sep15,G,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,G,LILt_8,Instability,MoreUnstable,LessUnstable,GJ,PartInhibit,Weak,Slight,G,XNIL,XNIL,SVR,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,MarkedUpper,Other,DenvCyclone,LittleChange,None,LV,LVorOther,LongAnticyc
76,WeakUp,Neutral,WeakUp,Neutral,Neutral,VeryWet,Wet,Neutral,Wet,Cloudy,PC,Cloudy,Cloudy,Strong,Strong,StrongWest,Weak,None,Weak,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul16_Aug10,F,CThruK,Stifling,Average,Average,F,LIGt0,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,F,XNIL,XNIL,SIG,HighEvrywher,ModerateOrLe,VeryMoist,ModerateOrLe,NoMajor,Other,E_W_N,LittleChange,QStationary,LV,LVorOther,LV
77,Neutral,Neutral,WeakUp,WeakUp,WeakUp,Dry,Dry,Wet,VeryWet,PC,PC,PC,Cloudy,Weak,Strong,Other,Strong,None,Weak,None,IncCapDecIns,Increasing,Negative,LittleChange,SIG,Jun15_Jul1,H,CThruK,PartInhibit,Average,MoreThanAve,H,N1GtLIGt_4,Stability,Average,Average,HI,None,Moderate,Slight,H,XNIL,XNIL,SIG,LowMtsHighPl,Steep,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,MovingFtorOt,NegToPos,None,NWQuad,Westerly,E_NE
78,WeakUp,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Wet,Wet,Clear,Clear,Clear,Clear,Strong,Strong,StrongWest,Weak,Weak,Strong,Marked,LittleChange,LittleChange,Negative,Increasing,SIG,Aug11_Aug20,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,Average,MoreUnstable,ACEFK,None,Weak,Slight,E,XNIL,XNIL,SIG,LowSHighN,Stable,Average,Steep,NoMajor,MoistMDryL,None,SigNegative,None,AllElse,Westerly,LongAnticyc
79,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,Clear,Clear,Clear,Clear,None,Strong,Other,Weak,Strong,Strong,Some,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,B,AB,Stifling,Average,Average,ABI,LILt_8,Instability,Average,MoreUnstable,B,PartInhibit,Moderate,Slight,B,SIG,SIG,SIG,LowSHighN,CloseToDryAd,VeryMoist,CloseToDryAd,NoMajor,Other,DenvCyclone,PosToNeg,None,AllElse,LVorOther,DenvCyclone
80,Neutral,Neutral,StrongUp,WeakUp,WeakUp,Dry,VeryWet,VeryWet,VeryWet,PC,Cloudy,PC,Cloudy,Weak,Strong,StrongWest,Strong,None,Weak,Marked,DecCapIncIns,Decreasing,WeakPos,Increasing,SIG,May15_Jun14,K,CThruK,Stifling,MoreThanAve,LessThanAve,K,N1GtLIGt_4,Instability,LessUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Moderate,K,XNIL,XNIL,SIG,Other,ModerateOrLe,VeryMoist,ModerateOrLe,StrongFront,DryMMoistL,None,SigPositive,None,AllElse,Westerly,WidespdDnsl
81,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Wet,VeryWet,Clear,Clear,Clear,Clear,Strong,Strong,Other,Strong,Weak,Strong,Some,LittleChange,LittleChange,Neutral,Increasing,SIG,Aug20_Sep15,B,AB,Stifling,MoreThanAve,MoreThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,B,Stifling,Weak,None,B,XNIL,XNIL,SIG,LowMtsHighPl,Steep,Average,Steep,NoMajor,Other,DenvCyclone,LittleChange,None,NWQuad,LVorOther,DenvCyclone
82,WeakUp,Neutral,Neutral,Neutral,Neutral,Wet,Wet,Neutral,Wet,PC,Cloudy,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Weak,Marked,LittleChange,LittleChange,Neutral,Increasing,SIG,Jun15_Jul1,E,CThruK,None,LessThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,Average,ACEFK,None,Moderate,Slight,E,XNIL,XNIL,SIG,LowAtStation,CloseToDryAd,Dry,Steep,NoMajor,MoistMDryL,E_W_N,NegToPos,None,SWQuad,Westerly,E_NE
83,Down,Neutral,Neutral,Down,Down,Wet,Neutral,Neutral,Dry,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Strong,Weak,Strong,None,DecCapIncIns,Decreasing,Neutral,Decreasing,SVR,Jul16_Aug10,G,CThruK,Stifling,Average,LessThanAve,G,N1GtLIGt_4,Stability,MoreUnstable,Average,GJ,PartInhibit,Moderate,Slight,G,SIG,SIG,SVR,Other,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,None,LittleChange,None,AllElse,LVorOther,SEQuad
84,StrongUp,Down,WeakUp,Neutral,Neutral,Neutral,Dry,Dry,Dry,Clear,PC,Clear,Clear,Weak,Strong,Westerly,Weak,None,Weak,Marked,DecCapIncIns,Decreasing,Neutral,Decreasing,SVR,May15_Jun14,D,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,Average,LessUnstable,D,None,Strong,Strong,D,SIG,SIG,SVR,LowMtsHighPl,Steep,Average,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,SigNegative,QStationary,NWQuad,Westerly,DenvCyclone
85,StrongUp,Neutral,Down,Neutral,Neutral,Neutral,Wet,Neutral,Dry,Clear,Cloudy,Clear,Clear,Weak,Strong,Westerly,Strong,Weak,Strong,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Jul2_Jul15,I,CThruK,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Instability,MoreUnstable,Average,HI,None,Strong,Strong,I,SIG,SIG,SIG,HighEvrywher,Steep,Average,CloseToDryAd,StrongFront,DryMMoistL,None,SigNegative,QStationary,SWQuad,Westerly,E_NE
86,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,VeryWet,VeryWet,PC,PC,PC,PC,None,None,DCVZFavor,None,None,None,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,Average,MoreThanAve,K,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Weak,None,K,SIG,SIG,SIG,LowMtsHighPl,ModerateOrLe,VeryMoist,ModerateOrLe,StrongFront,Other,MovingFtorOt,SigPositive,Moving,NWQuad,Westerly,SEQuad
87,WeakUp,WeakUp,Neutral,WeakUp,WeakUp,Wet,VeryWet,VeryWet,VeryWet,Cloudy,Clear,Cloudy,Cloudy,Strong,Strong,Westerly,Strong,None,Weak,Some,IncCapDecIns,Increasing,Negative,Decreasing,SIG,May15_Jun14,D,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,D,PartInhibit,Strong,Slight,D,XNIL,XNIL,SIG,Other,Steep,Average,Steep,MarkedUpper,MoistMDryL,None,SigNegative,None,NWQuad,LVorOther,LongAnticyc
88,StrongUp,Neutral,Down,Neutral,Neutral,VeryWet,Neutral,Neutral,Neutral,PC,PC,Cloudy,PC,Weak,Strong,Westerly,None,None,None,Some,IncCapDecIns,Increasing,Negative,Increasing,SIG,Jul2_Jul15,G,CThruK,PartInhibit,LessThanAve,Average,G,N1GtLIGt_4,Stability,Average,Average,GJ,PartInhibit,Unfavorable,None,G,XNIL,XNIL,SIG,LowEvrywhere,Steep,Dry,CloseToDryAd,NoMajor,Other,None,SigPositive,None,SWQuad,Westerly,WidespdDnsl
89,StrongUp,Neutral,WeakUp,StrongUp,StrongUp,Dry,VeryWet,Neutral,Wet,PC,PC,PC,Cloudy,None,None,Westerly,None,None,None,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Aug20_Sep15,C,CThruK,TotalInhibit,MoreThanAve,Average,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,ACEFK,None,Strong,Strong,C,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Dry,Steep,MarkedUpper,MoistMDryL,Other,SigPositive,Other,NWQuad,Westerly,WidespdDnsl
90,Neutral,StronUp,StrongUp,StrongUp,StrongUp,Dry,VeryWet,Dry,Wet,PC,PC,PC,PC,Weak,Weak,Westerly,Weak,Strong,Weak,None,LittleChange,LittleChange,Neutral,Decreasing,XNIL,Jul2_Jul15,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Neutral,LessUnstable,LessUnstable,GJ,None,Unfavorable,None,J,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,Average,CloseToDryAd,NoMajor,DryMMoistL,DryLine,LittleChange,Other,LV,LVorOther,LV
91,WeakUp,Neutral,Down,Neutral,Neutral,Neutral,Dry,Neutral,Neutral,PC,Clear,Cloudy,Cloudy,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,May15_Jun14,K,CThruK,PartInhibit,LessThanAve,Average,K,N1GtLIGt_4,Stability,Average,LessUnstable,ACEFK,PartInhibit,Weak,None,K,XNIL,XNIL,XNIL,Other,Steep,Dry,Steep,MarkedUpper,Other,DryLine,SigNegative,Other,NWQuad,Westerly,WidespdDnsl
92,StrongUp,Down,StrongUp,Neutral,Neutral,Neutral,VeryWet,Wet,VeryWet,Clear,PC,Clear,PC,Weak,Strong,DCVZFavor,Weak,None,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SIG,Jul2_Jul15,D,CThruK,PartInhibit,LessThanAve,Average,CDEJ,N1GtLIGt_4,Instability,Average,MoreUnstable,D,PartInhibit,Moderate,Slight,D,SVR,SVR,SVR,LowEvrywhere,CloseToDryAd,Average,Steep,MarkedUpper,Other,E_W_N,SigPositive,Moving,AllElse,LVorOther,DenvCyclone
93,WeakUp,Neutral,StrongUp,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,PC,Cloudy,Cloudy,Cloudy,None,None,Other,None,Weak,Weak,None,IncCapDecIns,Increasing,Negative,Decreasing,XNIL,Jul16_Aug10,E,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,None,Weak,Slight,E,SIG,SIG,SIG,LowSHighN,CloseToDryAd,Average,Steep,NoMajor,MoistMDryL,None,LittleChange,None,SWQuad,LVorOther,WidespdDnsl
