,BirthAsphyxia,HypDistrib,HypoxiaInO2,CO2,ChestXray,Grunting,LVHreport,LowerBodyO2,RUQO2,CO2Report,XrayReport,Disease,GruntingReport,Age,LVH,DuctFlow,CardiacMixing,LungParench,LungFlow,Sick
166,no,Equal,Moderate,Normal,Asy/Patch,yes,no,12+,5-12,<7.5,Normal,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,yes
167,no,Equal,Severe,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,TGA,no,0-3_days,no,None,Transp.,Normal,Low,no
168,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Normal,no
169,yes,Equal,Severe,Normal,Normal,no,no,<5,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,Normal,no
170,no,Equal,Moderate,Normal,Grd_Glass,yes,no,5-12,5-12,<7.5,Grd_Glass,TGA,yes,0-3_days,no,None,Transp.,Abnormal,High,yes
171,no,Equal,Severe,High,Oligaemic,no,no,<5,<5,>=7.5,Oligaemic,TGA,no,0-3_days,no,None,Transp.,Abnormal,High,no
172,no,Equal,Severe,Normal,Normal,no,yes,12+,5-12,<7.5,Normal,TGA,no,0-3_days,yes,None,Transp.,Normal,Normal,yes
173,no,Equal,Severe,Normal,Oligaemic,no,no,5-12,12+,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
174,no,Equal,Moderate,High,Normal,yes,no,5-12,<5,>=7.5,Normal,Fallot,yes,0-3_days,no,Lt_to_Rt,Complete,Abnormal,High,no
175,no,Equal,Mild,Low,Oligaemic,no,no,12+,12+,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
176,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,4-10_days,no,None,Transp.,Normal,High,no
177,no,Unequal,Severe,Normal,Normal,no,no,5-12,5-12,<7.5,Oligaemic,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
178,no,Equal,Moderate,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,no,Lt_to_Rt,Complete,Normal,High,no
179,no,Equal,Moderate,Normal,Normal,no,no,12+,5-12,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Normal,yes
180,no,Equal,Mild,Normal,Normal,no,no,12+,12+,<7.5,Normal,PFC,no,0-3_days,no,Lt_to_Rt,None,Normal,Normal,no
181,yes,Equal,Severe,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,yes,0-3_days,no,None,Transp.,Normal,High,no
182,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Congested,Low,no
183,no,Equal,Moderate,Normal,Plethoric,no,no,<5,5-12,>=7.5,Grd_Glass,TGA,no,0-3_days,no,None,Complete,Normal,High,no
184,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
185,no,Equal,Moderate,Normal,Asy/Patch,no,yes,5-12,<5,<7.5,Asy/Patchy,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
186,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,5-12,>=7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
187,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
188,no,Equal,Moderate,Normal,Plethoric,no,no,<5,5-12,<7.5,Normal,TGA,yes,0-3_days,no,Lt_to_Rt,Mild,Normal,High,no
189,no,Equal,Moderate,High,Asy/Patch,yes,no,5-12,5-12,>=7.5,Asy/Patchy,Lung,yes,0-3_days,no,None,Mild,Abnormal,Normal,yes
190,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,<5,<7.5,Normal,Fallot,yes,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
191,no,Equal,Severe,Normal,Asy/Patch,yes,no,<5,5-12,<7.5,Oligaemic,Lung,yes,0-3_days,no,Rt_to_Lt,Mild,Abnormal,Normal,yes
192,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
193,no,Equal,Moderate,Normal,Oligaemic,no,yes,12+,5-12,<7.5,Plethoric,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
194,no,Equal,Moderate,High,Normal,no,no,5-12,12+,>=7.5,Normal,Lung,no,4-10_days,no,None,Mild,Abnormal,Normal,no
195,no,Unequal,Moderate,High,Oligaemic,no,no,5-12,<5,<7.5,Normal,Fallot,no,0-3_days,no,None,Complete,Normal,Low,no
196,no,Equal,Mild,High,Oligaemic,yes,no,12+,12+,>=7.5,Oligaemic,Fallot,no,11-30_days,no,None,None,Normal,Low,no
197,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
198,yes,Equal,Moderate,Normal,Plethoric,no,no,5-12,<5,<7.5,Plethoric,TGA,no,11-30_days,no,None,Transp.,Normal,High,no
199,no,Equal,Moderate,Low,Oligaemic,no,yes,<5,<5,<7.5,Grd_Glass,Fallot,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
200,no,Equal,Severe,Normal,Asy/Patch,no,no,<5,5-12,<7.5,Grd_Glass,TGA,no,4-10_days,no,None,Transp.,Normal,High,no
201,yes,Equal,Mild,Normal,Oligaemic,no,no,5-12,12+,<7.5,Oligaemic,PFC,no,0-3_days,no,Rt_to_Lt,Mild,Normal,Low,no
202,no,Equal,Severe,Normal,Oligaemic,no,no,<5,5-12,>=7.5,Plethoric,PAIVS,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
203,no,Unequal,Severe,Normal,Grd_Glass,no,no,<5,5-12,<7.5,Grd_Glass,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Abnormal,High,no
204,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,no,None,Complete,Normal,Low,no
205,no,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
206,no,Equal,Moderate,Normal,Grd_Glass,yes,yes,<5,<5,<7.5,Grd_Glass,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
207,no,Equal,Moderate,Normal,Oligaemic,no,yes,12+,12+,<7.5,Oligaemic,PAIVS,yes,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
208,no,Equal,Severe,High,Oligaemic,no,no,<5,<5,<7.5,Oligaemic,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
209,no,Equal,Moderate,Normal,Grd_Glass,no,no,5-12,<5,<7.5,Asy/Patchy,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
210,no,Equal,Moderate,Low,Oligaemic,no,no,5-12,<5,<7.5,Normal,Fallot,no,4-10_days,no,None,Complete,Normal,Low,no
211,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
212,no,Unequal,Mild,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,PFC,no,0-3_days,no,Rt_to_Lt,None,Normal,Normal,yes
213,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
214,yes,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,>=7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
215,yes,Unequal,Mild,High,Oligaemic,no,no,12+,<5,>=7.5,Oligaemic,PFC,no,0-3_days,no,Rt_to_Lt,None,Normal,Low,no
216,no,Equal,Mild,Normal,Oligaemic,no,yes,12+,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
217,no,Equal,Mild,Normal,Plethoric,no,yes,5-12,5-12,<7.5,Plethoric,Lung,no,0-3_days,yes,None,None,Congested,High,yes
218,no,Equal,Severe,Normal,Plethoric,no,no,<5,12+,<7.5,Asy/Patchy,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,no
219,no,Unequal,Severe,Normal,Oligaemic,no,yes,<5,<5,<7.5,Oligaemic,Fallot,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
220,no,Equal,Moderate,Normal,Normal,no,no,<5,<5,<7.5,Normal,TGA,no,4-10_days,no,None,Transp.,Normal,Normal,no
221,no,Equal,Severe,Low,Normal,no,no,5-12,<5,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
222,no,Equal,Moderate,Normal,Oligaemic,no,no,12+,<5,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
223,no,Equal,Severe,Normal,Normal,no,no,<5,12+,<7.5,Normal,TGA,yes,4-10_days,no,None,Transp.,Normal,Normal,no
224,no,Equal,Severe,Normal,Oligaemic,yes,no,<5,5-12,>=7.5,Oligaemic,TGA,yes,0-3_days,no,Lt_to_Rt,Transp.,Abnormal,High,yes
225,no,Equal,Severe,Normal,Plethoric,yes,yes,<5,<5,<7.5,Plethoric,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,yes
226,no,Equal,Severe,High,Grd_Glass,yes,no,<5,5-12,>=7.5,Grd_Glass,TAPVD,no,0-3_days,no,Lt_to_Rt,Complete,Congested,Normal,yes
227,no,Equal,Severe,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
228,no,Equal,Moderate,Normal,Normal,no,no,<5,5-12,<7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
229,no,Equal,Mild,Normal,Oligaemic,yes,no,12+,12+,<7.5,Oligaemic,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
230,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,12+,>=7.5,Oligaemic,TGA,no,0-3_days,no,None,Transp.,Abnormal,High,no
231,no,Equal,Moderate,Normal,Normal,no,yes,5-12,<5,<7.5,Normal,Fallot,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
232,no,Equal,Severe,Normal,Plethoric,no,no,5-12,<5,<7.5,Asy/Patchy,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
233,no,Unequal,Moderate,Normal,Asy/Patch,yes,no,<5,<5,>=7.5,Asy/Patchy,PFC,yes,0-3_days,no,Rt_to_Lt,None,Abnormal,Low,yes
234,no,Equal,Severe,Normal,Plethoric,no,yes,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,yes,Rt_to_Lt,Transp.,Normal,High,yes
235,no,Equal,Severe,Low,Grd_Glass,no,no,<5,<5,<7.5,Normal,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,no
236,yes,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,PFC,no,0-3_days,no,Lt_to_Rt,None,Congested,Low,no
237,no,Equal,Severe,Normal,Grd_Glass,yes,no,5-12,12+,<7.5,Grd_Glass,Fallot,yes,0-3_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
238,yes,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
239,no,Equal,Mild,Normal,Oligaemic,no,yes,12+,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
240,yes,Equal,Severe,High,Asy/Patch,no,yes,5-12,5-12,>=7.5,Asy/Patchy,PFC,no,0-3_days,no,Rt_to_Lt,Complete,Abnormal,Low,no
241,yes,Equal,Severe,High,Plethoric,no,yes,5-12,12+,>=7.5,Grd_Glass,TGA,no,4-10_days,yes,None,Transp.,Normal,High,no
242,no,Equal,Mild,Normal,Oligaemic,no,yes,5-12,12+,<7.5,Oligaemic,Fallot,no,11-30_days,yes,Lt_to_Rt,Complete,Normal,Low,no
243,no,Unequal,Severe,High,Plethoric,no,no,5-12,<5,>=7.5,Plethoric,TGA,no,4-10_days,no,Rt_to_Lt,Transp.,Normal,High,no
244,no,Equal,Moderate,Normal,Asy/Patch,no,yes,<5,5-12,<7.5,Asy/Patchy,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
245,no,Equal,Moderate,Normal,Oligaemic,no,no,<5,<5,>=7.5,Oligaemic,Fallot,no,0-3_days,no,None,Complete,Normal,Low,no
246,no,Equal,Severe,Normal,Normal,yes,no,12+,12+,<7.5,Normal,TGA,yes,0-3_days,no,None,Transp.,Abnormal,High,no
247,no,Equal,Moderate,Normal,Grd_Glass,yes,yes,5-12,<5,<7.5,Asy/Patchy,TGA,yes,11-30_days,yes,Rt_to_Lt,Transp.,Abnormal,High,no
248,no,Equal,Severe,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,11-30_days,no,Lt_to_Rt,Transp.,Normal,High,yes
249,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,yes,0-3_days,no,None,Complete,Normal,Low,yes
250,no,Equal,Severe,Normal,Plethoric,no,no,<5,<5,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
251,no,Unequal,Severe,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,TGA,no,11-30_days,no,None,Transp.,Normal,High,no
252,no,Equal,Severe,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,TGA,yes,0-3_days,no,None,Transp.,Normal,High,no
253,no,Equal,Severe,Normal,Normal,yes,no,<5,<5,<7.5,Normal,Lung,no,0-3_days,no,Rt_to_Lt,Complete,Abnormal,Normal,yes
254,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
255,no,Equal,Severe,Normal,Grd_Glass,yes,no,5-12,5-12,>=7.5,Grd_Glass,TGA,no,0-3_days,no,None,Transp.,Abnormal,High,no
256,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,5-12,<7.5,Oligaemic,PAIVS,no,11-30_days,yes,Lt_to_Rt,Complete,Normal,Low,no
257,yes,Equal,Moderate,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
258,yes,Equal,Moderate,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,11-30_days,no,None,Complete,Normal,High,no
259,no,Equal,Moderate,Low,Oligaemic,no,yes,5-12,12+,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
260,no,Equal,Severe,Normal,Oligaemic,yes,no,<5,<5,>=7.5,Oligaemic,TGA,yes,0-3_days,no,None,Transp.,Congested,High,yes
261,no,Equal,Severe,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,TGA,no,4-10_days,no,None,Transp.,Normal,Normal,yes
262,no,Unequal,Moderate,Normal,Oligaemic,no,no,<5,5-12,<7.5,Oligaemic,Fallot,no,11-30_days,no,None,Complete,Normal,Low,no
263,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,<5,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
264,no,Equal,Severe,Normal,Asy/Patch,yes,no,<5,<5,<7.5,Normal,PFC,yes,0-3_days,no,Rt_to_Lt,Transp.,Abnormal,Low,yes
265,no,Equal,Severe,High,Oligaemic,yes,yes,<5,<5,>=7.5,Oligaemic,PAIVS,yes,4-10_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
266,no,Equal,Severe,Normal,Plethoric,no,yes,12+,<5,<7.5,Plethoric,TGA,yes,0-3_days,yes,None,Transp.,Normal,High,no
267,no,Equal,Severe,Low,Plethoric,no,no,5-12,5-12,<7.5,Grd_Glass,PAIVS,no,0-3_days,yes,Lt_to_Rt,Transp.,Normal,High,no
268,no,Equal,Mild,Normal,Oligaemic,no,no,12+,12+,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
269,no,Equal,Moderate,Normal,Oligaemic,no,no,12+,<5,<7.5,Oligaemic,Fallot,yes,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
270,no,Equal,Moderate,High,Oligaemic,no,no,5-12,<5,>=7.5,Oligaemic,Fallot,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
271,no,Equal,Moderate,Normal,Normal,no,no,<5,<5,>=7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Normal,yes
272,no,Equal,Moderate,High,Oligaemic,no,no,<5,5-12,>=7.5,Normal,Fallot,no,11-30_days,no,None,Complete,Normal,Low,no
273,yes,Equal,Severe,Low,Plethoric,no,no,<5,5-12,<7.5,Asy/Patchy,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
274,no,Unequal,Moderate,Normal,Oligaemic,no,no,<5,12+,<7.5,Normal,Fallot,no,4-10_days,no,None,Complete,Normal,Low,no
275,no,Equal,Moderate,Normal,Normal,yes,no,5-12,5-12,<7.5,Oligaemic,TGA,yes,0-3_days,no,None,Complete,Normal,Normal,no
276,no,Equal,Moderate,Normal,Grd_Glass,no,yes,<5,<5,<7.5,Grd_Glass,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,no
277,no,Equal,Mild,High,Asy/Patch,yes,yes,5-12,12+,>=7.5,Plethoric,Lung,yes,0-3_days,yes,Rt_to_Lt,Mild,Abnormal,Low,yes
278,no,Equal,Moderate,Normal,Oligaemic,no,yes,<5,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,yes,None,Complete,Normal,Low,no
279,no,Equal,Mild,Normal,Asy/Patch,no,yes,5-12,5-12,<7.5,Asy/Patchy,Lung,no,0-3_days,yes,None,Mild,Abnormal,Normal,no
280,no,Equal,Severe,High,Normal,no,no,5-12,5-12,>=7.5,Normal,TGA,no,0-3_days,no,None,Complete,Normal,High,yes
281,no,Equal,Moderate,Low,Oligaemic,no,yes,5-12,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
282,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,yes,11-30_days,no,Lt_to_Rt,Complete,Congested,Low,no
283,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Congested,Low,no
284,yes,Equal,Severe,Normal,Plethoric,no,no,<5,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
285,no,Equal,Severe,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Asy/Patchy,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
286,no,Equal,Severe,Normal,Asy/Patch,yes,no,5-12,<5,<7.5,Asy/Patchy,PAIVS,yes,4-10_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
287,no,Equal,Moderate,Normal,Normal,no,no,<5,5-12,<7.5,Normal,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,High,no
288,no,Equal,Moderate,High,Asy/Patch,yes,yes,5-12,5-12,>=7.5,Asy/Patchy,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,Low,no
289,no,Equal,Severe,Normal,Normal,no,yes,<5,<5,<7.5,Normal,TGA,no,0-3_days,yes,None,Transp.,Normal,Normal,yes
290,no,Equal,Moderate,Normal,Oligaemic,no,yes,5-12,5-12,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
291,no,Equal,Severe,High,Normal,no,no,5-12,5-12,>=7.5,Normal,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
292,no,Equal,Severe,High,Plethoric,no,no,5-12,<5,>=7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
293,no,Equal,Mild,Normal,Plethoric,yes,no,12+,12+,<7.5,Plethoric,Fallot,yes,4-10_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
294,no,Equal,Moderate,High,Oligaemic,no,yes,5-12,5-12,>=7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
295,no,Unequal,Mild,High,Grd_Glass,yes,no,5-12,5-12,>=7.5,Grd_Glass,PFC,yes,0-3_days,no,Rt_to_Lt,None,Abnormal,Normal,yes
296,no,Equal,Moderate,Normal,Normal,no,yes,5-12,5-12,<7.5,Asy/Patchy,Fallot,no,0-3_days,yes,None,Complete,Normal,Normal,no
297,no,Unequal,Severe,High,Asy/Patch,no,no,<5,5-12,>=7.5,Asy/Patchy,Fallot,no,0-3_days,no,None,Complete,Abnormal,Low,no
298,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,<7.5,Oligaemic,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
299,no,Equal,Moderate,Normal,Plethoric,yes,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Complete,Normal,High,no
300,no,Equal,Moderate,Normal,Grd_Glass,yes,no,5-12,5-12,<7.5,Grd_Glass,Fallot,yes,4-10_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
301,no,Unequal,Severe,High,Oligaemic,yes,no,<5,<5,>=7.5,Oligaemic,TGA,no,11-30_days,no,None,Transp.,Abnormal,High,yes
302,yes,Unequal,Moderate,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,Fallot,yes,11-30_days,no,None,Mild,Normal,Low,yes
303,no,Unequal,Severe,High,Grd_Glass,yes,no,5-12,5-12,>=7.5,Grd_Glass,Lung,yes,4-10_days,no,Rt_to_Lt,Mild,Congested,Normal,yes
304,no,Equal,Moderate,High,Asy/Patch,yes,no,<5,5-12,>=7.5,Asy/Patchy,Fallot,yes,4-10_days,no,Lt_to_Rt,Complete,Abnormal,Low,yes
305,no,Equal,Mild,Normal,Grd_Glass,yes,no,12+,5-12,>=7.5,Plethoric,Fallot,yes,0-3_days,no,Lt_to_Rt,Complete,Normal,High,yes
306,no,Equal,Moderate,Normal,Plethoric,no,no,12+,5-12,<7.5,Plethoric,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,High,yes
307,no,Equal,Moderate,Normal,Normal,yes,yes,5-12,5-12,>=7.5,Normal,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,yes
308,no,Equal,Mild,Normal,Normal,no,yes,12+,12+,>=7.5,Normal,TGA,no,0-3_days,yes,None,None,Normal,Normal,no
309,no,Equal,Mild,Normal,Grd_Glass,no,yes,12+,5-12,<7.5,Grd_Glass,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
310,no,Equal,Severe,Normal,Plethoric,no,no,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,no
311,no,Equal,Severe,Normal,Plethoric,yes,yes,5-12,5-12,>=7.5,Plethoric,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Abnormal,High,no
312,no,Equal,Severe,Normal,Plethoric,no,yes,5-12,<5,>=7.5,Plethoric,TGA,no,0-3_days,yes,None,Transp.,Normal,High,no
313,no,Equal,Severe,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Normal,Normal,yes
314,no,Equal,Severe,High,Plethoric,no,no,5-12,5-12,>=7.5,Plethoric,TGA,no,0-3_days,no,None,Transp.,Normal,High,yes
315,no,Equal,Moderate,Normal,Plethoric,yes,yes,5-12,5-12,<7.5,Plethoric,TGA,yes,4-10_days,no,Lt_to_Rt,Mild,Normal,High,no
316,no,Equal,Severe,High,Normal,yes,no,5-12,5-12,>=7.5,Plethoric,TGA,yes,0-3_days,no,None,Transp.,Abnormal,High,yes
317,no,Equal,Severe,Normal,Normal,yes,yes,5-12,5-12,<7.5,Normal,PAIVS,yes,0-3_days,no,Lt_to_Rt,Complete,Normal,Low,yes
318,no,Unequal,Moderate,High,Oligaemic,no,yes,<5,5-12,>=7.5,Oligaemic,PAIVS,yes,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
319,no,Equal,Severe,Normal,Normal,no,no,<5,5-12,<7.5,Oligaemic,TGA,no,4-10_days,yes,None,Transp.,Normal,Normal,no
320,no,Unequal,Severe,Normal,Plethoric,no,yes,5-12,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,yes
321,no,Unequal,Severe,Low,Plethoric,no,no,<5,5-12,<7.5,Plethoric,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,no
322,no,Equal,Severe,High,Asy/Patch,yes,no,12+,<5,>=7.5,Asy/Patchy,Lung,yes,0-3_days,no,Lt_to_Rt,None,Abnormal,Low,yes
323,no,Equal,Mild,Low,Normal,no,no,12+,12+,<7.5,Asy/Patchy,Fallot,no,11-30_days,no,Lt_to_Rt,Complete,Normal,Normal,no
324,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,<5,>=7.5,Oligaemic,Fallot,yes,11-30_days,no,Lt_to_Rt,Complete,Normal,Low,no
325,no,Equal,Mild,High,Normal,no,yes,12+,12+,>=7.5,Normal,PAIVS,no,4-10_days,yes,Lt_to_Rt,Complete,Normal,Low,no
326,no,Equal,Moderate,Normal,Oligaemic,no,no,5-12,12+,<7.5,Oligaemic,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Low,no
327,no,Equal,Mild,Normal,Normal,no,yes,5-12,12+,>=7.5,Normal,PAIVS,no,0-3_days,yes,Lt_to_Rt,Complete,Normal,Low,no
328,no,Equal,Severe,Normal,Plethoric,yes,no,<5,<5,<7.5,Plethoric,TGA,yes,0-3_days,no,None,Transp.,Congested,Normal,no
329,no,Equal,Severe,Normal,Grd_Glass,no,yes,5-12,5-12,>=7.5,Asy/Patchy,PAIVS,no,0-3_days,yes,Lt_to_Rt,Transp.,Normal,High,yes
330,yes,Equal,Severe,Normal,Oligaemic,no,no,5-12,5-12,<7.5,Oligaemic,TGA,no,0-3_days,no,None,Transp.,Abnormal,High,yes
331,no,Equal,Severe,Normal,Plethoric,no,no,<5,12+,<7.5,Plethoric,TAPVD,no,0-3_days,no,None,Complete,Congested,Normal,yes
332,no,Equal,Moderate,High,Oligaemic,no,no,5-12,5-12,>=7.5,Normal,Fallot,no,0-3_days,no,Lt_to_Rt,Complete,Abnormal,Low,no
333,no,Unequal,Severe,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,TGA,no,0-3_days,no,Rt_to_Lt,Transp.,Normal,High,no
334,no,Equal,Moderate,Normal,Normal,no,no,5-12,5-12,<7.5,Normal,Fallot,no,4-10_days,no,Lt_to_Rt,Complete,Normal,Normal,no
